timestamp,ma_short,ma_long,rsi,bb_upper,bb_lower,close,signal,volatility_btc,volatility_eth
2025-01-01 00:00:00,1.7588000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.762,HOLD,0.0036151131021650365,0.002914596488784709
2025-01-01 01:00:00,1.7588000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.752,HOLD,0.0036151131021650365,0.002914596488784709
2025-01-01 02:00:00,1.7588000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.76,HOLD,0.0036151131021650365,0.002914596488784709
2025-01-01 03:00:00,1.7588000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.758,HOLD,0.0036151131021650365,0.002914596488784709
2025-01-01 04:00:00,1.7588000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.762,HOLD,0.0036151131021650365,0.002914596488784709
2025-01-01 05:00:00,1.7566,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.751,HOLD,0.0036151131021650365,0.002914596488784709
2025-01-01 06:00:00,1.7558,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.748,HOLD,0.0036151131021650365,0.002914596488784709
2025-01-01 07:00:00,1.7536,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.749,HOLD,0.0036151131021650365,0.002914596488784709
2025-01-01 08:00:00,1.7466000000000002,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.723,HOLD,0.0036151131021650365,0.002914596488784709
2025-01-01 09:00:00,1.7384,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.721,HOLD,0.0036151131021650365,0.002914596488784709
2025-01-01 10:00:00,1.7326000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.722,HOLD,0.0036151131021650365,0.002914596488784709
2025-01-01 11:00:00,1.7294,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.732,HOLD,0.002609092321031452,0.0029965404633189234
2025-01-01 12:00:00,1.7288000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.746,HOLD,0.0023420585676688023,0.002576451705273398
2025-01-01 13:00:00,1.7304,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.731,HOLD,0.0022892443435608414,0.0025202285859343173
2025-01-01 14:00:00,1.7338,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.738,HOLD,0.0020100970343172337,0.0021390578326670974
2025-01-01 15:00:00,1.7426000000000001,1.75105,55.30303030303031,1.780048309841855,1.722051690158145,1.766,HOLD,0.002030001221318963,0.00220360514234402
2025-01-01 16:00:00,1.7472,1.75105,48.14814814814811,1.780048309841855,1.722051690158145,1.755,HOLD,0.002437996752263154,0.002616323257754988
2025-01-01 17:00:00,1.7521999999999998,1.75105,54.362416107382515,1.780048309841855,1.722051690158145,1.771,HOLD,0.002404957355694881,0.0026727367833332717
2025-01-01 18:00:00,1.7632,1.75105,57.5,1.780048309841855,1.722051690158145,1.786,HOLD,0.00215760039738502,0.0024982601273005737
