timestamp,close,signal,rsi,momentum,price_change,ma_short,ma_long
2025-01-01 00:00:00,1.762,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2025-01-01 01:00:00,1.752,HOLD,HOLD,HOLD,-0.005675368898978461,HOLD,HOLD
2025-01-01 02:00:00,1.76,HOLD,HOLD,HOLD,0.004566210045662045,HOLD,HOLD
2025-01-01 03:00:00,1.758,HOLD,HOLD,-0.002270147559591429,-0.001136363636363602,HOLD,HOLD
2025-01-01 04:00:00,1.762,HOLD,HOLD,0.005707762557077611,0.0022753128555177415,1.7588000000000001,HOLD
2025-01-01 05:00:00,1.751,HOLD,HOLD,-0.005113636363636376,-0.006242905788876318,1.7566,HOLD
2025-01-01 06:00:00,1.748,HOLD,HOLD,-0.005688282138794132,-0.0017133066818959541,1.7558,HOLD
2025-01-01 07:00:00,1.749,HOLD,HOLD,-0.007377979568671922,0.0005720823798627261,1.7536,HOLD
2025-01-01 08:00:00,1.723,HOLD,HOLD,-0.01599086236436309,-0.014865637507146978,1.7466000000000002,HOLD
2025-01-01 09:00:00,1.721,HOLD,HOLD,-0.015446224256292829,-0.0011607661056297625,1.7384,HOLD
2025-01-01 10:00:00,1.722,HOLD,20.588235294117652,-0.015437392795883409,0.0005810575246949501,1.7326000000000001,HOLD
2025-01-01 11:00:00,1.732,BUY,35.294117647058826,0.0052234474753336535,0.005807200929152101,1.7294,HOLD
2025-01-01 12:00:00,1.746,BUY,40.54054054054054,0.01452643811737353,0.008083140877598094,1.7288000000000001,HOLD
2025-01-01 13:00:00,1.731,BUY,34.482758620689694,0.005226480836237002,-0.00859106529209619,1.7304,HOLD
2025-01-01 14:00:00,1.738,SELL,36.66666666666663,0.0034642032332563577,0.004043905257076874,1.7338,1.7436666666666667
2025-01-01 15:00:00,1.766,SELL,57.0093457943926,0.01145475372279492,0.016110471806674243,1.7426000000000001,1.7439333333333333
2025-01-01 16:00:00,1.755,BUY,53.04347826086952,0.013864818024263315,-0.006228765571913986,1.7472,1.7441333333333333
2025-01-01 17:00:00,1.771,BUY,58.46153846153839,0.018987341772151778,0.009116809116809232,1.7521999999999998,1.7448666666666666
2025-01-01 18:00:00,1.786,BUY,76.4705882352941,0.011325028312570762,0.008469791078486777,1.7632,1.7467333333333335
2025-01-01 19:00:00,1.788,BUY,78.15126050420166,0.01880341880341896,0.0011198208286673506,1.7731999999999999,1.7484666666666666
2025-01-01 20:00:00,1.802,BUY,80.3030303030303,0.017504234895539428,0.007829977628635243,1.7803999999999998,1.7518666666666667
2025-01-01 21:00:00,1.85,BUY,84.70588235294117,0.035834266517357216,0.02663706992230863,1.7993999999999999,1.7586666666666668
2025-01-01 22:00:00,1.822,BUY,70.65217391304348,0.019015659955257336,-0.015135135135135203,1.8096,1.7635333333333334
2025-01-01 23:00:00,1.806,SELL,70.27027027027023,0.002219755826859071,-0.008781558726673966,1.8136000000000003,1.7690666666666668
2025-01-02 00:00:00,1.83,SELL,72.77227722772275,-0.010810810810810811,0.013289036544850585,1.8220000000000003,1.7763333333333333
2025-01-02 01:00:00,1.808,SELL,60.71428571428571,-0.007683863885839748,-0.012021857923497303,1.8232,1.7820666666666667
2025-01-02 02:00:00,1.819,SELL,66.3265306122449,0.007198228128460604,0.006084070796460228,1.8170000000000002,1.7878666666666665
2025-01-02 03:00:00,1.81,SELL,60.31746031746035,-0.010928961748633892,-0.004947773501924102,1.8146,1.7921333333333334
2025-01-02 04:00:00,1.84,BUY,63.23529411764707,0.017699115044247815,0.016574585635359185,1.8214000000000001,1.7993999999999999
2025-01-02 05:00:00,1.835,SELL,61.352657004830895,0.008796041781198527,-0.0027173913043478937,1.8224,1.8058666666666667
2025-01-02 06:00:00,1.825,SELL,55.66502463054185,0.008287292817679592,-0.00544959128065392,1.8258000000000003,1.8098
2025-01-02 07:00:00,1.841,BUY,47.36842105263155,0.0005434782608695343,0.008767123287671152,1.8302,1.8155333333333334
2025-01-02 08:00:00,1.842,SELL,56.944444444444436,0.003814713896457933,0.0005431830526887449,1.8366,1.8202666666666667
2025-01-02 09:00:00,1.882,BUY,72.61904761904758,0.03123287671232866,0.021715526601519874,1.845,1.8266666666666667
2025-01-02 10:00:00,1.884,BUY,68.49315068493146,0.023356871265616475,0.0010626992561104665,1.8548000000000002,1.8330666666666666
2025-01-02 11:00:00,1.86,SELL,67.56756756756762,0.009771986970684043,-0.0127388535031846,1.8618,1.8369333333333333
2025-01-02 12:00:00,1.901,BUY,73.0337078651686,0.010095642933050097,0.022043010752688108,1.8738,1.8403333333333332
2025-01-02 13:00:00,1.898,SELL,75.58139534883718,0.007430997876857859,-0.0015781167806417917,1.8850000000000002,1.8454000000000002
2025-01-02 14:00:00,1.932,BUY,76.1363636363636,0.038709677419354716,0.017913593256059013,1.895,1.8538
2025-01-02 15:00:00,1.902,SELL,66.66666666666666,0.0005260389268806342,-0.01552795031055898,1.8986,1.8586
2025-01-02 16:00:00,1.936,BUY,74.66666666666669,0.02002107481559534,0.017875920084122088,1.9137999999999997,1.8671333333333335
2025-01-02 17:00:00,1.905,SELL,63.33333333333336,-0.013975155279503104,-0.016012396694214837,1.9146,1.8728666666666667
2025-01-02 18:00:00,1.905,SELL,63.17991631799164,0.001577287066246047,0.0,1.916,1.8792
2025-01-02 19:00:00,1.893,BUY,52.606635071090075,-0.022210743801652888,-0.006299212598425252,1.9082000000000001,1.8827333333333334
2025-01-02 20:00:00,1.902,BUY,54.12844036697249,-0.0015748031496063408,0.004754358161648042,1.9082000000000001,1.8872
2025-01-02 21:00:00,1.882,SELL,55.1401869158878,-0.012073490813648391,-0.01051524710830709,1.8974,1.8909999999999998
2025-01-02 22:00:00,1.869,SELL,41.397849462365585,-0.01267828843106178,-0.006907545164718365,1.8902,1.8928666666666667
2025-01-02 23:00:00,1.883,SELL,46.19289340101525,-0.00998948475289163,0.0074906367041198685,1.8858000000000001,1.8955999999999997
2025-01-03 00:00:00,1.868,SELL,32.02247191011237,-0.007438894792773487,-0.007966011683483765,1.8808,1.8946666666666667
2025-01-03 01:00:00,1.86,SELL,36.53846153846157,-0.0048154093097912964,-0.004282655246252709,1.8724,1.8930666666666667
