timestamp,close,signal,rsi,trend_strength,momentum_short,momentum_long,macd_hist
2025-01-02 01:00:00,1.808,BUY,64.61538461538461,2.4135146049266307,-0.007683863885839748,0.023782559456398733,0.006656744744578032
2025-01-02 02:00:00,1.819,BUY,64.20233463035018,2.4591540590653804,0.007198228128460604,0.036467236467236486,0.005649091557188358
2025-01-02 03:00:00,1.81,BUY,65.73705179282867,2.4436619718309953,-0.010928961748633892,0.02202145680406553,0.0040314701735452915
2025-01-02 04:00:00,1.84,BUY,68.61313868613138,2.4611277632072066,0.017699115044247815,0.03023516237402024,0.004596031280341754
2025-01-02 05:00:00,1.835,BUY,63.745019920318704,2.0498692566305485,0.008796041781198527,0.026286353467561474,0.004254653351547202
2025-01-02 06:00:00,1.825,BUY,64.0,1.7884226491405462,0.008287292817679592,0.012763596004439437,0.0030345604466231538
2025-01-02 07:00:00,1.841,BUY,64.0,1.7108299514601724,0.0005434782608695343,-0.004864864864864926,0.0029800081865558187
2025-01-02 08:00:00,1.842,BUY,61.86440677966102,1.4982412525455684,0.003814713896457933,0.010976948408342402,0.0026947969433103944
2025-01-02 09:00:00,1.882,BUY,67.15328467153282,1.6463752075262832,0.03123287671232866,0.042081949058693224,0.004762711264229905
2025-01-02 10:00:00,1.884,BUY,65.64885496183203,1.6860236220472467,0.023356871265616475,0.02950819672131133,0.005761189207941452
2025-01-02 11:00:00,1.86,BUY,52.10084033613446,1.7048427607137258,0.009771986970684043,0.028761061946902755,0.004364633110295741
2025-01-02 12:00:00,1.901,BUY,65.73705179282871,1.764345491044659,0.010095642933050097,0.04507971412864209,0.005678326119800625
2025-01-02 13:00:00,1.898,BUY,69.32773109243696,1.8159090909090938,0.007430997876857859,0.048618784530386705,0.005800965543272384
2025-01-02 14:00:00,1.932,BUY,70.56451612903226,2.118413905486169,0.038709677419354716,0.04999999999999982,0.007518678679696324
2025-01-02 15:00:00,1.902,BUY,68.35937499999999,2.225868427160415,0.0005260389268806342,0.036512261580381455,0.0060446406827741675
2025-01-02 16:00:00,1.936,BUY,70.96774193548387,2.471098265895952,0.02002107481559534,0.06082191780821922,0.006717899943005937
2025-01-02 17:00:00,1.905,BUY,65.78073089700996,2.3553602541764933,-0.013975155279503104,0.03476371537208034,0.004538290560021672
2025-01-02 18:00:00,1.905,BUY,61.99261992619926,2.3523654785968353,0.001577287066246047,0.03420195439739415,0.002652821002368924
2025-01-02 19:00:00,1.893,HOLD,60.43165467625901,2.3880063339633177,-0.022210743801652888,0.0058448459086080096,0.00027869373711469914
2025-01-02 20:00:00,1.902,HOLD,63.89891696750903,2.1442675159235636,-0.0015748031496063408,0.009554140127388644,-0.0009377232973171584
2025-01-02 21:00:00,1.882,HOLD,57.29537366548042,1.9022568826013886,-0.012073490813648391,0.011827956989247213,-0.0032133183863008695
2025-01-02 22:00:00,1.869,HOLD,54.6075085324232,1.324213093514213,-0.01267828843106178,-0.016833245660178853,-0.005579447856068207
2025-01-02 23:00:00,1.883,HOLD,50.187265917603014,1.03323864356913,-0.00998948475289163,-0.007903055848261231,-0.006142492491772324
2025-01-03 00:00:00,1.868,HOLD,47.142857142857174,0.43275927567431255,-0.007438894792773487,-0.03312629399585909,-0.007382595022678004
2025-01-03 01:00:00,1.86,HOLD,50.0,0.08290089862042962,-0.0048154093097912964,-0.022082018927444658,-0.0085185060275366
2025-01-03 02:00:00,1.848,SELL,38.72340425531915,-0.3286477048433579,-0.018587360594795488,-0.045454545454545414,-0.00976542072743299
2025-01-03 03:00:00,1.851,SELL,40.0,-0.6729845235687019,-0.009100642398287007,-0.028346456692913358,-0.010037022737438641
2025-01-03 04:00:00,1.838,SELL,28.037383177570078,-1.09032396752738,-0.011827956989247324,-0.03517060367454061,-0.010681286038184697
2025-01-03 05:00:00,1.836,SELL,32.258064516129025,-1.3807385860629846,-0.006493506493506551,-0.030110935023771712,-0.010799013756020643
2025-01-03 06:00:00,1.828,SELL,16.24999999999993,-1.5184519135786598,-0.012425715829281425,-0.038906414300735936,-0.010938840535813631
2025-01-03 07:00:00,1.821,SELL,19.117647058823422,-1.7739357653863732,-0.009249183895538748,-0.03241232731137089,-0.010996439134562861
2025-01-03 08:00:00,1.832,SELL,25.17006802721086,-1.944021325209439,-0.002178649237472796,-0.019796682718031033,-0.009825698230878224
2025-01-03 09:00:00,1.853,HOLD,37.17948717948715,-1.8710919627878562,0.013676148796498921,-0.01593202336696764,-0.007285858704708146
2025-01-03 10:00:00,1.864,HOLD,37.97468354430385,-1.6793655235575526,0.023613399231191767,-0.0021413276231263545,-0.004642607963070889
2025-01-03 11:00:00,1.917,HOLD,59.16230366492152,-1.2009136487415106,0.046397379912663794,0.030645161290322465,0.0006178186763644159
2025-01-03 12:00:00,1.902,HOLD,58.54922279792744,-0.7733565775074484,0.026443604964921708,0.029220779220779036,0.002901870935197926
2025-01-03 13:00:00,1.901,HOLD,55.0,-0.2502674614091569,0.019849785407725307,0.02701242571582929,0.004087488943196798
2025-01-03 14:00:00,1.94,BUY,67.64705882352938,0.4091059476242519,0.011997913406364136,0.0554951033732316,0.007065867926450963
2025-01-03 15:00:00,1.956,BUY,72.64150943396223,1.1796589060593645,0.028391167192429068,0.065359477124183,0.00952787239951446
2025-01-03 16:00:00,1.964,BUY,77.88461538461536,1.8765064061905317,0.03314045239347707,0.07439824945295404,0.011004903731649654
2025-01-03 17:00:00,1.951,BUY,72.93577981651379,2.401872592742755,0.005670103092783485,0.07138934651290496,0.01042189121620388
2025-01-03 18:00:00,1.969,BUY,79.37219730941703,2.8735050946878715,0.006646216768916302,0.07478165938864634,0.010532839586351917
2025-01-03 19:00:00,1.976,BUY,80.7017543859649,2.9864718341822445,0.006109979633401208,0.0663788451160281,0.010346932324451198
2025-01-03 20:00:00,1.983,BUY,84.14096916299559,3.262236531012646,0.016401845207585808,0.06384120171673824,0.00996112451756093
2025-01-03 21:00:00,1.983,BUY,86.81818181818186,3.5042509969151863,0.007110208227526726,0.03442879499217533,0.009000820540115043
2025-01-03 22:00:00,1.984,BUY,86.19047619047622,3.4721354101557473,0.004048582995951344,0.04311251314405884,0.007774077187258185
2025-01-03 23:00:00,2.01,BUY,86.51162790697676,3.40770437510895,0.013615733736762392,0.057338243029984026,0.00802236561033379
2025-01-04 00:00:00,2.011,BUY,85.8536585365854,3.3033433368883145,0.014120020171457304,0.03659793814432999,0.007568433495609761
2025-01-04 01:00:00,1.99,BUY,71.09826589595374,3.1683180549035184,0.003024193548387011,0.017382413087934534,0.005276920428744787
2025-01-04 02:00:00,1.988,BUY,76.87500000000004,2.9050660955616348,-0.010945273631840724,0.012219959266802416,0.003154280565914963
2025-01-04 03:00:00,1.991,BUY,77.77777777777777,2.590349629774917,-0.009945300845350613,0.02050230650948226,0.0015606585204954032
2025-01-04 04:00:00,1.99,BUY,70.16129032258061,2.211878891466245,0.0,0.010665312341289868,0.000123327183479148
2025-01-04 05:00:00,1.991,HOLD,66.05504587155964,1.8676728121807848,0.0015090543259557165,0.00759109311740902,-0.0010133426415625466
2025-01-04 06:00:00,2.004,HOLD,67.54385964912277,1.6221374045801575,0.006529382219989888,0.010590015128592922,-0.0011338559665231285
2025-01-04 07:00:00,2.012,HOLD,77.98165137614664,1.2716417550044805,0.011055276381909618,0.014624306606152215,-0.0009276486078077864
2025-01-04 08:00:00,1.98,HOLD,54.471544715447095,0.9216173208602604,-0.005524861878453136,-0.0020161290322581182,-0.0030780610385665458
2025-01-04 09:00:00,1.994,HOLD,56.9230769230769,0.7235132794457062,-0.004990019960079861,-0.007960199004975022,-0.0036502008656995495
2025-01-04 10:00:00,2.002,HOLD,57.25190839694644,0.5675682161799018,-0.004970178926441471,-0.004475385380407926,-0.003577703922720582
2025-01-04 11:00:00,2.039,HOLD,66.66666666666663,0.6308657345336134,0.029797979797979934,0.024623115577889543,-0.001246094988823887
2025-01-04 12:00:00,2.076,BUY,72.54901960784309,0.881517379679142,0.04112337011033107,0.04426559356136828,0.0023820948841305686
2025-01-04 13:00:00,2.085,BUY,70.05347593582884,1.1783189316575022,0.041458541458541553,0.0472124560522349,0.004840436999315502
2025-01-04 14:00:00,2.068,BUY,64.03940886699505,1.2961116650049973,0.014222658165767399,0.03919597989949741,0.004766379253451913
2025-01-04 15:00:00,2.033,HOLD,59.90783410138246,1.273109741644961,-0.020712909441233163,0.021094927172275124,0.0019493630736579157
2025-01-04 16:00:00,2.026,HOLD,58.55855855855851,1.4390980113636318,-0.028297362110311863,0.010978043912175606,-0.0006567620754107106
2025-01-04 17:00:00,2.029,HOLD,58.55855855855851,1.5460199593246013,-0.018858800773694506,0.008449304174950267,-0.0023544138935315505
2025-01-04 18:00:00,2.035,HOLD,59.91189427312777,1.6259034437148516,0.000983767830792015,0.0277777777777779,-0.0031968393373589914
2025-01-04 19:00:00,2.046,HOLD,61.603375527426095,1.5206367924528317,0.009871668311944637,0.02607823470411219,-0.0031326895618681953
2025-01-04 20:00:00,2.067,HOLD,62.85714285714286,1.3286972701792419,0.018728437654016883,0.032467532467532756,-0.0018583621680568034
2025-01-04 21:00:00,2.064,HOLD,60.833333333333314,1.0726887791108017,0.014250614250614246,0.012260912211868424,-0.0014197095841634519
2025-01-04 22:00:00,2.062,HOLD,69.5238095238094,0.8648020290263455,0.00782013685239491,-0.006743737957610851,-0.0014607832055639931
2025-01-04 23:00:00,2.06,HOLD,66.66666666666663,0.8607047404698231,-0.0033865505563619447,-0.011990407673860837,-0.001797057351085679
2025-01-05 00:00:00,2.038,HOLD,58.49056603773581,0.8234584670148164,-0.012596899224806335,-0.01450676982591892,-0.0035729868389099
2025-01-05 01:00:00,2.023,HOLD,45.78947368421053,0.7087447933729609,-0.018913676042676908,-0.00491883915395952,-0.005703300039724069
2025-01-05 02:00:00,2.043,HOLD,40.46242774566479,0.6354298134903891,-0.00825242718446595,0.00839091806515313,-0.005697442340057084
2025-01-05 03:00:00,2.044,BUY,37.575757575757635,0.5291762013729912,0.0029440628066732533,0.007392804337111869,-0.0055525311637399655
2025-01-05 04:00:00,2.045,HOLD,42.281879194630854,0.31702792878976693,0.010874938210578167,0.004914004914004844,-0.005315405103805373
2025-01-05 05:00:00,2.034,HOLD,50.399999999999956,0.00728217556451694,-0.00440528634361248,-0.0058651026392961825,-0.005786608163596996
2025-01-05 06:00:00,2.047,HOLD,58.01526717557261,-0.20772238514175506,0.0014677103718199191,-0.009675858732462461,-0.005132264167857857
2025-01-05 07:00:00,2.043,SELL,55.30303030303037,-0.40661985258212674,-0.0009779951100243878,-0.01017441860465107,-0.004879953693402259
2025-01-05 08:00:00,2.041,HOLD,52.3437499999999,-0.39294101234624396,0.003441494591937211,-0.010184287099902933,-0.004754098844182708
2025-01-05 09:00:00,2.036,SELL,45.90163934426241,-0.22079871535292273,-0.005373717635564268,-0.011650485436893177,-0.004894718888700878
2025-01-05 10:00:00,2.045,HOLD,39.999999999999915,-0.11559784760883482,0.0009789525208026006,0.0034347399411187585,-0.004290385351146248
2025-01-05 11:00:00,2.039,SELL,38.938053097345176,-0.07867132867135337,-0.000979911807937217,0.007909045971329798,-0.004198295804343402
2025-01-05 12:00:00,2.031,SELL,36.97478991596648,-0.15968110401416952,-0.0024557956777995216,-0.005873715124816492,-0.004550164915612253
2025-01-05 13:00:00,2.035,SELL,39.66942148760334,-0.17450532547135805,-0.004889975550122161,-0.0044031311154598685,-0.004385670440544881
2025-01-05 14:00:00,2.062,HOLD,59.523809523809575,-0.15952491849091394,0.011280039234918826,0.00831295843520774,-0.0024283502475135298
2025-01-05 15:00:00,2.045,HOLD,58.59374999999994,-0.17054714784632735,0.006893156080748364,0.005408062930186919,-0.002252370092664255
2025-01-05 16:00:00,2.051,HOLD,53.50877192982456,-0.12105692003257272,0.007862407862407883,0.0019540791402052893,-0.0017291846591112377
2025-01-05 17:00:00,2.06,HOLD,56.557377049180346,0.0419111483654668,-0.0009699321047526022,0.008321096426823216,-0.0008204097752315953
2025-01-05 18:00:00,2.076,BUY,61.31386861313874,0.20338687150838036,0.01515892420537912,0.01714845663890263,0.0007309991514645505
2025-01-05 19:00:00,2.098,BUY,71.62162162162168,0.47969578565446147,0.022915650901998985,0.03045186640471509,0.002985111114762854
2025-01-05 20:00:00,2.083,BUY,62.000000000000085,0.7432762267835182,0.011165048543689382,0.0185819070904647,0.00319344222061373
2025-01-05 21:00:00,2.114,BUY,70.05649717514132,1.0468151757744482,0.01830443159922912,0.036782736635605495,0.0050369304923832195
2025-01-05 22:00:00,2.125,BUY,72.5806451612905,1.1910549343704515,0.012869399428026673,0.046282619399310665,0.006520831436253998
2025-01-05 23:00:00,2.09,BUY,62.50000000000003,1.3542341134030285,0.0033605376860295078,0.027027027027026973,0.00475108664037004
2025-01-06 00:00:00,2.07,HOLD,55.506607929515425,1.4085971804945383,-0.02081362346263016,0.0038797284190106307,0.0019812289447307743
2025-01-06 01:00:00,2.095,BUY,61.38211382113824,1.503635734072036,-0.014117647058823457,0.02444987775061147,0.0015969996265783153
2025-01-06 02:00:00,2.084,BUY,60.6425702811245,1.4350357389900725,-0.002870813397129135,0.016089712335445983,0.00042710211127444317
2025-01-06 03:00:00,2.067,HOLD,56.10687022900765,1.200737497119164,-0.0014492753623186472,0.0033980582524273384,-0.0015577884831769612
2025-01-06 04:00:00,2.068,HOLD,51.27118644067802,1.0517678221812825,-0.012887828162291282,-0.003853564547206201,-0.0027971812419813735
2025-01-06 05:00:00,2.085,HOLD,58.47457627118646,0.7742930118042252,0.0004798464491362342,-0.006196377502383221,-0.0024768814207350425
2025-01-06 06:00:00,2.057,HOLD,51.162790697674374,0.3150873965041327,-0.004837929366231397,-0.012481997119539234,-0.004061936710495083
2025-01-06 07:00:00,2.055,HOLD,49.003984063745044,0.08076569326281972,-0.006286266924564798,-0.027909176915799305,-0.005089623218833985
2025-01-06 08:00:00,2.04,HOLD,42.799999999999976,-0.1026074360212425,-0.021582733812949617,-0.040000000000000036,-0.006532118096856892
2025-01-06 09:00:00,2.048,HOLD,39.40677966101697,-0.4252091569366453,-0.004375303840544409,-0.020095693779904167,-0.006676294573447587
2025-01-06 10:00:00,2.037,HOLD,40.08620689655168,-0.7133417605148415,-0.008759124087591386,-0.01594202898550723,-0.0071964712462115835
2025-01-06 11:00:00,2.057,HOLD,37.10407239819009,-0.7622687047465694,0.008333333333333304,-0.018138424821002475,-0.00593029924485133
2025-01-06 12:00:00,2.033,HOLD,30.341880341880355,-0.9461292621801376,-0.007324218750000111,-0.024472168905950165,-0.006405314186857677
2025-01-06 13:00:00,2.047,HOLD,39.906103286385076,-1.1663869024351117,0.00490918016691233,-0.009675858732462461,-0.005507100072620331
2025-01-06 14:00:00,2.06,HOLD,47.57281553398064,-1.1482788751178157,0.001458434613514914,-0.003868471953578312,-0.0038465243266736864
2025-01-06 15:00:00,2.077,HOLD,45.454545454545396,-1.0177627040698922,0.021642892277422554,-0.00383693045563549,-0.0015311275416620097
2025-01-06 16:00:00,2.075,HOLD,47.61904761904764,-0.754020291255428,0.013678553981436359,0.00875060768108904,-0.00013572440399082998
2025-01-06 17:00:00,2.033,HOLD,42.056074766355074,-0.730416657069808,-0.013106796116504893,-0.010705596107056126,-0.0019425020088405958
2025-01-06 18:00:00,2.029,HOLD,41.0138248847926,-0.5841525893104195,-0.023110255175734284,-0.00539215686274519,-0.0032321316188712052
2025-01-06 19:00:00,2.048,HOLD,41.552511415525146,-0.4617963241243579,-0.01301204819277113,0.0,-0.002654845419842068
2025-01-06 20:00:00,2.018,HOLD,41.17647058823528,-0.3870157237801891,-0.0073782587309395575,-0.009327442317133117,-0.004058689453670717
2025-01-06 21:00:00,2.014,HOLD,40.80717488789232,-0.45852945950334706,-0.00739280433711198,-0.020904229460379287,-0.004962165879075898
2025-01-06 22:00:00,2.015,SELL,44.01913875598091,-0.547947592166715,-0.01611328125,-0.008853910477127247,-0.005174261755239017
2025-01-06 23:00:00,2.019,HOLD,42.92682926829274,-0.7517681820296696,0.0004955401387514158,-0.013678553981436248,-0.004738649100465481
2025-01-07 00:00:00,2.005,SELL,42.30769230769234,-1.0365214352283227,-0.004468718967229335,-0.02669902912621369,-0.005057818430767091
2025-01-07 01:00:00,2.026,HOLD,42.58373205741627,-0.9824385465740113,0.0054590570719601494,-0.02455464612421765,-0.00358819307814647
2025-01-07 02:00:00,1.993,HOLD,40.825688073394566,-0.9903940541298641,-0.012877662209014429,-0.0395180722891566,-0.004512401690719484
2025-01-07 03:00:00,1.997,HOLD,37.98076923076924,-1.1646889481814429,-0.003990024937655767,-0.017707820954254716,-0.004517032276279712
2025-01-07 04:00:00,1.995,HOLD,33.50253807106604,-1.1672057375896432,-0.015301085883514198,-0.0167570231641202,-0.004317657179395307
2025-01-07 05:00:00,1.991,SELL,26.630434782608816,-1.195238989135773,-0.0010035122930256435,-0.02783203125,-0.004118661358582942
2025-01-07 06:00:00,2.011,HOLD,34.1584158415842,-1.1340418036637105,0.0070105157736604085,-0.003468780971258467,-0.002389323756437172
2025-01-07 07:00:00,2.005,HOLD,41.566265060241,-1.1460585691454306,0.005012531328320691,-0.004468718967229335,-0.0014452658152059282
2025-01-07 08:00:00,2.016,HOLD,46.24277456647404,-0.9827793069377033,0.01255650426921151,0.0004962779156327812,4.529930873844838e-05
2025-01-07 09:00:00,2.006,HOLD,37.19512195121952,-1.043432203389848,-0.0024863252113378476,-0.006438831104507381,0.00045999247390622264
2025-01-07 10:00:00,2.008,HOLD,46.32352941176482,-0.8597229094507629,0.0014962593516210099,0.0014962593516210099,0.0009433745873666938
2025-01-07 11:00:00,1.987,SELL,41.17647058823545,-0.7508614992447219,-0.014384920634920584,-0.01924975320829203,-2.548649556334201e-05
2025-01-07 12:00:00,2.002,HOLD,46.107784431137624,-0.5314118175584618,-0.001994017946161497,0.004515805318614952,0.0004436978058841058
2025-01-07 13:00:00,1.997,HOLD,43.45238095238094,-0.31031623830392724,-0.005478087649402386,0.0,0.0005122611249150505
2025-01-07 14:00:00,1.958,SELL,37.823834196891205,-0.4630398671096472,-0.014594866633115267,-0.01854636591478709,-0.001844839345518278
2025-01-07 15:00:00,1.892,HOLD,21.84873949579834,-0.8445825298192936,-0.05494505494505486,-0.04972375690607744,-0.007317607945722768
2025-01-07 16:00:00,1.88,HOLD,23.963133640552982,-1.2997490139835188,-0.05858788182273422,-0.06514172053704637,-0.0109934932409394
2025-01-07 17:00:00,1.865,HOLD,21.05263157894737,-1.8254282424067927,-0.04749744637385089,-0.06982543640897754,-0.013516827507317995
2025-01-07 18:00:00,1.828,HOLD,18.250950570342226,-2.5240384615384563,-0.03382663847780121,-0.09325396825396826,-0.01655866878551599
2025-01-07 19:00:00,1.807,HOLD,17.14285714285714,-3.177375993024603,-0.03882978723404251,-0.09920239282153531,-0.018707218690645403
2025-01-07 20:00:00,1.811,HOLD,12.121212121212125,-3.907619279454713,-0.02895442359249334,-0.09810756972111556,-0.018545161201809005
2025-01-07 21:00:00,1.786,HOLD,11.307420494699656,-4.748109444213322,-0.022975929978118148,-0.10115752390538502,-0.018751799160723837
2025-01-07 22:00:00,1.8,HOLD,12.237762237762212,-5.239018087855285,-0.00387382401770886,-0.10089910089910081,-0.016647067947936772
2025-01-07 23:00:00,1.768,HOLD,11.363636363636346,-5.51688938381587,-0.02374378796245169,-0.11467200801201805,-0.016101619305470355
2025-01-08 00:00:00,1.795,HOLD,18.01801801801794,-5.5971448467966445,0.0050391937290032995,-0.08324821246169567,-0.012760151076244751
2025-01-08 01:00:00,1.779,HOLD,18.292682926829173,-5.651755351070217,-0.011666666666666714,-0.05972515856236782,-0.010556433802773504
2025-01-08 02:00:00,1.76,HOLD,13.554216867469862,-5.552551495183728,-0.004524886877828038,-0.06382978723404253,-0.009348752030885178
2025-01-08 03:00:00,1.748,HOLD,13.274336283185832,-5.315775482302898,-0.026183844011142043,-0.06273458445040214,-0.008360643345396504
2025-01-08 04:00:00,1.738,HOLD,14.51612903225805,-5.1598225892789,-0.023046655424395657,-0.049234135667396095,-0.0074152661816870025
2025-01-08 05:00:00,1.732,HOLD,17.999999999999986,-4.832207872236611,-0.015909090909090873,-0.04150525733259547,-0.006274058994212267
2025-01-08 06:00:00,1.698,HOLD,16.544117647058812,-4.766557105515152,-0.028604118993135086,-0.062396466040861354,-0.006842528045557628
2025-01-08 07:00:00,1.732,HOLD,27.147766323024044,-4.327737663894895,-0.0034522439585730202,-0.03023516237402013,-0.00409759230932219
2025-01-08 08:00:00,1.742,HOLD,33.712121212121204,-4.07779789076027,0.005773672055427337,-0.03222222222222226,-0.0009420574005269688
2025-01-08 09:00:00,1.722,HOLD,33.84030418250951,-3.7634124425180895,0.014134275618374659,-0.02601809954751133,0.0003930319856518816
2025-01-08 10:00:00,1.725,HOLD,33.587786259542014,-3.3111723366874237,-0.004041570438799047,-0.03899721448467963,0.001984024262800241
2025-01-08 11:00:00,1.725,HOLD,37.13080168776373,-2.8694452629041267,-0.009758897818599288,-0.030354131534569895,0.0034560340861121835
2025-01-08 12:00:00,1.704,HOLD,30.32786885245902,-2.618118185489304,-0.010452961672473893,-0.03181818181818186,0.0034282548841770566
2025-01-08 13:00:00,1.707,HOLD,35.81395348837212,-2.339946445959117,-0.01043478260869568,-0.02345537757437066,0.003985703453905372
2025-01-08 14:00:00,1.711,HOLD,28.125000000000085,-1.8387745124667125,-0.008115942028985468,-0.015535097813578758,0.004935472517422136
2025-01-08 15:00:00,1.695,HOLD,28.125000000000085,-1.7476489028213207,-0.005281690140845008,-0.021362586605080836,0.004793749785642322
2025-01-08 16:00:00,1.658,HOLD,25.714285714285765,-1.9504735055835383,-0.028705330990041134,-0.02355712603062432,0.002624233616457722
2025-01-08 17:00:00,1.634,HOLD,24.32432432432438,-2.1084875821667235,-0.04500292226767977,-0.0565819861431871,0.00012111389852907661
2025-01-08 18:00:00,1.631,SELL,25.1162790697675,-2.3709396751740135,-0.03775811209439528,-0.06371986222732495,-0.0011199894918570846
2025-01-08 19:00:00,1.635,SELL,27.230046948356872,-2.5794972113543686,-0.013872135102533156,-0.05052264808362372,-0.0010557484775827741
2025-01-08 20:00:00,1.634,HOLD,32.22222222222227,-2.727684166550625,0.0,-0.05275362318840593,-0.0004933925540640399
2025-01-08 21:00:00,1.634,HOLD,16.438356164383663,-2.8256490599821005,0.0018393623543837556,-0.05275362318840593,0.00041663472297110565
2025-01-08 22:00:00,1.653,HOLD,21.290322580645295,-2.9093435903195055,0.011009174311926717,-0.029929577464788748,0.0027084565529915325
2025-01-08 23:00:00,1.651,HOLD,24.08759124087605,-2.936579458728781,0.010403916768666033,-0.03280609256004685,0.004399875291108635
2025-01-09 00:00:00,1.67,HOLD,32.02614379084967,-2.6339928311365757,0.022031823745410017,-0.02396259497369968,0.006956448772151895
2025-01-09 01:00:00,1.674,HOLD,33.757961783439484,-2.1609127152430085,0.012704174228675091,-0.012389380530973493,0.00894814456765318
2025-01-09 02:00:00,1.678,HOLD,40.71428571428572,-1.6619233709965313,0.016353725015142206,0.012062726176115923,0.01046098335714149
2025-01-09 03:00:00,1.658,HOLD,34.3949044585987,-1.3792419130780114,-0.007185628742514938,0.014687882496940086,0.010038911714336227
2025-01-09 04:00:00,1.673,HOLD,38.690476190476204,-0.9232833532117993,-0.0005973715651134137,0.025751072961373467,0.01063693891412746
2025-01-09 05:00:00,1.663,HOLD,40.12345679012347,-0.4838480148000473,-0.008939213349225206,0.01712538226299687,0.01022330940099539
2025-01-09 06:00:00,1.649,HOLD,46.762589928057594,-0.3065997376076706,-0.005428226779252032,0.009179926560587637,0.008918704556460377
2025-01-09 07:00:00,1.622,HOLD,45.77464788732402,-0.23062730627306255,-0.03048416019127309,-0.007343941248469932,0.006274086015588501
2025-01-09 08:00:00,1.647,HOLD,54.8780487804878,-0.18061408789884958,-0.009621166566446182,-0.003629764065335772,0.00623242673154089
2025-01-09 09:00:00,1.659,HOLD,56.97674418604652,-0.16470031002411922,0.006064281382656134,0.0048455481526348265,0.0069806011396377834
2025-01-09 10:00:00,1.654,HOLD,55.68181818181818,-0.19370094586436787,0.01972872996300845,-0.009580838323353325,0.007083796978649519
2025-01-09 11:00:00,1.659,HOLD,56.906077348066326,-0.0367107195300997,0.007285974499089187,-0.008960573476702427,0.007399354281423104
2025-01-09 12:00:00,1.651,HOLD,49.411764705882355,-0.07639749762156933,-0.004822182037371947,-0.016090584028605415,0.006984979345539946
2025-01-09 13:00:00,1.585,HOLD,35.8974358974359,-0.45718495406481074,-0.04171704957678357,-0.04402895054282263,0.0024174745601963296
2025-01-09 14:00:00,1.611,HOLD,37.75933609958509,-0.6793674655257285,-0.02893309222423146,-0.037059175134488975,0.0013520197506954289
