timestamp,ma_short,ma_long,rsi,bb_upper,bb_lower,close,signal,volatility_btc,volatility_eth,macd,macd_signal,stop_loss,take_profit
2025-01-01 00:00:00,1.7588000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.762,,0.0036151131021650365,0.002914596488784709,0.0,0.0,1.7157747752380719,1.7282252247619283
2025-01-01 01:00:00,1.7588000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.752,,0.0036151131021650365,0.002914596488784709,-0.0007977207977207801,-0.00015954415954415603,1.7157747752380719,1.7282252247619283
2025-01-01 02:00:00,1.7588000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.76,,0.0036151131021650365,0.002914596488784709,-0.0007754482512316585,-0.00028272497788165655,1.7157747752380719,1.7282252247619283
2025-01-01 03:00:00,1.7588000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.758,,0.0036151131021650365,0.002914596488784709,-0.0009087053928571454,-0.0004079210608767544,1.7157747752380719,1.7282252247619283
2025-01-01 04:00:00,1.7588000000000001,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.762,,0.0036151131021650365,0.002914596488784709,-0.0006836652001949162,-0.00046306988874038677,1.7157747752380719,1.7282252247619283
2025-01-01 05:00:00,1.7566,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.751,,0.0036151131021650365,0.002914596488784709,-0.0013770534800159329,-0.000645866606995496,1.7157747752380719,1.7282252247619283
2025-01-01 06:00:00,1.7558,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.748,,0.0036151131021650365,0.002914596488784709,-0.0021439297279668423,-0.0009454792311897653,1.7157747752380719,1.7282252247619283
2025-01-01 07:00:00,1.7536,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.749,,0.0036151131021650365,0.002914596488784709,-0.002640554369774728,-0.001284494258906758,1.7157747752380719,1.7282252247619283
2025-01-01 08:00:00,1.7466000000000002,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.723,,0.0036151131021650365,0.002914596488784709,-0.005073630036492638,-0.002042321414423934,1.7157747752380719,1.7282252247619283
2025-01-01 09:00:00,1.7384,1.75105,39.473684210526294,1.780048309841855,1.722051690158145,1.721,,0.0036151131021650365,0.002914596488784709,-0.007081610914559722,-0.003050179314451092,1.7157747752380719,1.7282252247619283
